cc_token;card_read_type;trans_ts;trans_type;trans_amount;trans_currency;trans_auth_code;trans_auth_date;payment_method;origination;is_pin_entry;is_signed;is_unattended;swipe_type;terminal_id;event_ids;event
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651520231.0;1;95,094.86;USD;253024;1651520231.0;4;1;0;1;1;1;tid-p6-0414679p;0e7dfa5b-a246-4d29-8f31-1a2ab68a272a;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651494914.0;1;3.80;USD;324309;1651494914.0;5;1;1;1;0;0;tid-f9-5962865E;b0f8fc2b-dc42-44be-8e48-dd6825899cc0;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651556023.0;1;8,205.81;USD;414088;1651556023.0;5;1;1;1;0;0;tid-M0-2589209R;2cf06386-76b4-43dd-99e0-e7fe76d36d4d;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651572341.0;1;30.69;USD;573350;1651572341.0;2;1;1;1;0;0;tid-Q6-8389450G;d3511441-b355-44aa-a63f-03a5a806509d;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651549643.0;1;35.87;USD;145236;1651549643.0;4;1;1;1;1;1;tid-Q0-0113226M;2a9cc14f-63ad-4dbb-9727-b4a37d61ce75;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651458434.0;1;937.85;USD;498074;1651458434.0;8;1;0;0;0;0;tid-w4-6992986x;f3e37546-a440-449c-a41b-a01a263517b0;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651418304.0;1;620.70;USD;653509;1651418304.0;9;1;0;1;0;0;tid-T8-7071167b;9c23bdb7-614f-44cc-8c64-d280859b4c3f;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651538816.0;1;0.20;USD;110287;1651538816.0;8;1;1;1;1;0;tid-C6-5464055D;38b171e3-6f6d-4855-9db8-34e9ee412da7;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651508146.0;1;8,911.15;USD;548527;1651508146.0;9;1;1;1;0;1;tid-e5-2645681J;206bac50-bfde-4f8e-ad79-e3104fb358cf;
cb503ab9cd825f0a1bff948078aaf9ec6847cb3b9b0005a3870c61640743fc92;5;1651535513.0;1;7,883.32;USD;328783;1651535513.0;7;1;1;1;0;0;tid-A7-6126279W;7d4bc343-9925-4e10-83ff-5ec4dcf0c655;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651515175.0;1;9,318.29;USD;236518;1651515175.0;7;1;1;1;1;0;tid-J2-8321698a;74a8eaec-6562-44e9-a824-5fe4124a16fa;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651358577.0;1;30.72;USD;484801;1651358577.0;5;1;1;0;0;0;tid-e8-8998094X;3f75f88b-3532-4c61-a1c2-0b5c62621693;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651422862.0;1;894.20;USD;536966;1651422862.0;2;1;1;1;1;0;tid-b4-9518123F;5358af37-0141-4505-9779-cce05b066f19;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651512052.0;1;589.06;USD;581599;1651512052.0;4;1;1;0;0;0;tid-R9-7179965i;1d91e841-d31f-44d5-9fce-5daa2ba04366;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651568921.0;1;2,611.72;USD;959602;1651568921.0;2;1;0;1;0;0;tid-X2-1956460f;f45e478e-1481-4943-8802-aaa660f46bf5;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651337166.0;1;28,497.16;USD;889672;1651337166.0;1;1;0;1;1;1;tid-l2-9098930K;d0b1d953-7a0c-4d88-99d4-2713682f3fa4;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651393182.0;1;7,077.97;USD;413262;1651393182.0;6;1;0;1;1;0;tid-Z8-8018661F;73650b75-27bb-4695-a82a-ed548fd88658;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651378984.0;1;87.79;USD;523142;1651378984.0;1;1;0;1;0;1;tid-J1-1437889A;8d19003f-bfdb-48b4-b90e-13c14d4b60b8;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651573577.0;1;8,908.85;USD;418169;1651573577.0;1;1;1;0;1;1;tid-w7-4628435k;5fadd1e0-3919-4529-bc01-a8712f0950cd;
f1d8d9a48101805faba7620f6441560e2b143be68055c5d0bcd89e3c5bb60d16;5;1651493442.0;1;18.08;USD;161222;1651493442.0;1;1;1;1;1;1;tid-H3-8677939l;c2f85e8d-fdef-4fec-ab88-79ae2a1a82c6;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651415938.0;1;83.02;USD;429441;1651415938.0;3;1;1;0;0;1;tid-j9-7197067L;091d9266-3ed6-44db-810e-8ecc0afcfe2e;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651339846.0;1;17.75;USD;540897;1651339846.0;2;1;0;0;0;0;tid-f5-7805831V;4245e01a-5b3d-4977-ae22-e854a1980d14;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651339828.0;1;44.02;USD;219890;1651339828.0;6;1;1;0;0;0;tid-I1-1141101V;ee001ad3-f829-46a9-b6af-618c83e6c35d;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651459408.0;1;655.86;USD;726386;1651459408.0;3;1;1;1;1;1;tid-H8-7453309p;0e73cca3-6df3-415b-8b6f-4f2dd1eedefa;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651363465.0;1;2,576.75;USD;265376;1651363465.0;2;1;0;0;0;0;tid-q6-209213g;c1d59550-8c96-499c-b0e5-183794b7c27d;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651419655.0;1;130.96;USD;900035;1651419655.0;11;1;1;0;1;1;tid-Z4-1413735v;cbf3063b-2957-470c-abde-b719bbb989d4;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651461960.0;1;461.63;USD;702396;1651461960.0;8;1;0;1;0;0;tid-J0-9114019H;d1617866-7dcd-427b-93d4-ef68d996625d;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651565017.0;1;8.47;USD;186982;1651565017.0;11;1;0;0;1;1;tid-l8-3677472J;e8d54d33-be75-4b0e-875a-87fdfa44d08c;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651507870.0;1;91,322.76;USD;300034;1651507870.0;3;1;1;1;0;1;tid-x8-4497696n;3ab7ff43-b33f-4c44-ac5a-598bafa02aa0;
6504c249ea3d25d755a8a7ba11d6cb13742fdcafe93fad1e2c5ba5a5b881bbbe;5;1651449322.0;1;4,335.72;USD;941106;1651449322.0;5;1;0;1;0;1;tid-b3-3019777E;bd1b7b4d-d9bc-4257-a846-74ec921e599c;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651349060.0;1;92,316.80;USD;338587;1651349060.0;4;1;1;0;0;0;tid-f0-3307043o;b6e14cc2-b0ce-41e5-a606-fbaeca1cb557;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651571446.0;1;45,579.27;USD;493712;1651571446.0;11;1;0;0;0;1;tid-M7-7753578m;1b5b2b8c-820b-4d93-b698-112666515cf5;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651445876.0;1;58,130.11;USD;359868;1651445876.0;1;1;1;0;0;0;tid-v0-0598207m;5736a397-b344-49da-b80a-5e4c470d338e;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651533664.0;1;385.25;USD;835001;1651533664.0;1;1;0;1;1;1;tid-H1-9276091e;c114d36f-0394-4978-ac95-7ad2124f113e;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651537086.0;1;3,169.90;USD;725475;1651537086.0;2;1;0;0;0;0;tid-h8-8394348i;79c0f09b-3dfe-4056-a86f-3b6f22d46886;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651456277.0;1;2.15;USD;779946;1651456277.0;6;1;0;1;1;0;tid-i4-482332Z;2782c6b2-c48b-4691-84ee-43f2a8169863;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651502738.0;1;7.80;USD;791284;1651502738.0;5;1;1;1;1;0;tid-T3-6796532I;7005b7fb-088e-4733-8dba-ff4ff9dfca4b;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651568479.0;1;66,884.99;USD;406303;1651568479.0;10;1;0;1;0;0;tid-P4-6718313x;b9607687-76e7-4530-a2ac-7f54979a65d0;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651422538.0;1;914.45;USD;207757;1651422538.0;10;1;1;1;0;1;tid-j9-787942t;606ab72e-a072-4fbd-80b6-3ce1f12ece09;
ff35144235e09f6ce3e1c8e70a2f8fb1794f7c9e6caaf0cf61d3d9e37da77126;5;1651417448.0;1;3,662.41;USD;682396;1651417448.0;9;1;1;1;0;1;tid-I5-8752330P;00ef288b-d8d6-4dc2-ab42-4d399e134128;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651451727.0;1;464.25;USD;814510;1651451727.0;3;1;0;0;1;0;tid-A0-422512P;0ccee22b-20f3-4176-ab94-b274a3a6a4b5;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651349365.0;1;52,988.20;USD;469726;1651349365.0;9;1;0;0;1;1;tid-R1-3718346N;5d6ea3d6-c246-4d93-b608-50b8eb62ca60;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651416019.0;1;213.51;USD;875325;1651416019.0;2;1;1;0;1;1;tid-w4-8587624I;c8573c02-7156-44a0-bf0e-4c1a90767ba9;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651477226.0;1;99.94;USD;804745;1651477226.0;5;1;0;1;1;0;tid-k1-8246110C;8091f046-d87b-430e-8cb5-17154a12380d;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651448107.0;1;679.05;USD;601537;1651448107.0;7;1;1;0;1;1;tid-m0-2784919E;f9cf55f1-d40c-4039-8839-1f907dac7733;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651475993.0;1;8,054.99;USD;291414;1651475993.0;3;1;1;1;0;1;tid-T7-9237401u;cb94fa18-d210-44c4-938e-fe6dd15040da;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651395296.0;1;2,654.15;USD;195408;1651395296.0;6;1;0;1;1;1;tid-X2-5089153T;6fadbb30-41d8-4c41-9ac5-e35c1b56d52b;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651396809.0;1;98.20;USD;680097;1651396809.0;11;1;0;1;1;1;tid-N7-9102028B;57b56be9-2978-4a77-a3f9-61e5498e2145;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651485733.0;1;69.12;USD;110041;1651485733.0;11;1;0;0;1;1;tid-l8-4907109C;3025fec8-7995-4214-a834-916a576ac2ca;
aacb7ceb54ea63acf6a78ef1c8077079d35d3290e8c740d5f03cadcd1194cdca;5;1651452678.0;1;9.79;USD;240831;1651452678.0;10;1;1;0;0;0;tid-c0-3988451m;4b73a979-8ebb-46b2-9c18-5cbf0463d766;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651468702.0;1;38.91;USD;621872;1651468702.0;10;1;1;1;1;1;tid-X6-5545169P;bfd3707b-ccea-4cf9-be0f-4e8fa009d7c7;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651588967.0;1;394.06;USD;249797;1651588967.0;10;1;1;1;0;0;tid-Q7-9187791E;db1fed6d-a6ce-4903-a720-c79d6027ded5;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651337757.0;1;1,669.90;USD;986938;1651337757.0;6;1;1;0;0;0;tid-f0-9077934F;b29841fe-f8e4-45ce-aa2a-38b5954a3b88;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651537854.0;1;863.98;USD;499113;1651537854.0;4;1;1;1;1;0;tid-t3-9659721w;396743d0-8a44-4f6a-9759-553e3cc457bf;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651429594.0;1;39,090.20;USD;314420;1651429594.0;8;1;1;0;1;0;tid-V8-7668270u;134e12bf-be03-4699-be78-bce445a019d5;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651463578.0;1;3,075.03;USD;746922;1651463578.0;6;1;0;0;0;0;tid-s7-9718578g;3440992e-d098-46b0-92ae-fb2bfa0a1c91;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651516586.0;1;804.28;USD;502675;1651516586.0;1;1;0;1;1;1;tid-t5-0988059O;78e76e99-2026-434d-9011-1ed916d95982;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651355628.0;1;127.74;USD;599785;1651355628.0;11;1;0;0;0;0;tid-v9-4737099S;113a67ce-5c21-410e-8bfe-5c164b4c53cf;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651355811.0;1;986.01;USD;782542;1651355811.0;4;1;1;1;0;0;tid-V4-0605346o;2ba220e8-e189-4fec-8c89-b1c0f0b36b4d;
bd178bcf85e8498ebebe40b9b3dd10cb8bbbb1701524221a3e48b3c625d89517;5;1651368976.0;1;3.60;USD;180130;1651368976.0;4;1;1;0;0;1;tid-r4-9431505O;def21d91-4c83-458c-b37d-dd29ed6b8509;
67bda1fe6b1e4ab1b67366ab65dd26bf37138ba1dc9d1148cd9f3c16138d7725;5;1651543059.0;1;6.55;USD;639754;1651543059.0;11;1;0;0;1;0;tid-Z9-5726532L;9c5cb575-e57a-4afa-9c06-685f9bd30436;
67bda1fe6b1e4ab1b67366ab65dd26bf37138ba1dc9d1148cd9f3c16138d7725;5;1651589388.0;1;964.60;USD;668091;1651589388.0;7;1;1;1;0;0;tid-B3-2709785J;8e634ca8-3a25-44f1-b73c-1db100248421;
